Id|País|1970|1971|1972|1973|1974|1975|1976|1977|1978|1979|1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|TIPO
80|Nigéria|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|600|0|0|0|0|0|0|0|72|0|0|0|0|0|0|0|0|0|0|30|0|0|0|0|0|0|0|0|SUCO DE UVA
81|Noruega|0|0|0|29835|0|0|0|0|0|60451|19875|0|0|0|0|0|34450|71285|0|53265|17755|0|0|0|0|0|0|17500|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2016|0|0|0|0|0|501|0|554|592|SUCO DE UVA
82|Nova Caledônia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|924|SUCO DE UVA
83|Nova Zelândia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1060|0|0|0|0|0|0|0|0|0|0|0|55650|129320|129850|0|0|0|0|0|18550|83700|0|0|0|0|0|0|0|18550|9275|9275|0|0|9275|0|0|0|SUCO DE UVA
84|Países Baixos|0|0|0|0|0|0|0|335|986|250|115210|0|103620|165700|112065|170380|286560|287040|348040|106080|231920|176800|70200|212160|0|54600|109550|73850|294700|0|864|0|0|13|13|47980|37100|18550|0|0|0|12575|30|185500|0|31|0|90|97|144|84|7194|SUCO DE UVA
85|Panamá|0|0|0|0|0|0|0|0|0|0|0|0|117|1560|4240|6890|0|2650|0|0|0|0|0|0|0|0|0|0|0|0|0|18550|7800|21000|0|0|0|0|0|0|0|0|0|0|0|450|0|0|534|691|1335|3376|SUCO DE UVA
86|Paquistão|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|390|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
87|Paraguai|0|0|260|3162|6173|8251|6441|5384|7076|8214|3270|3468|2690|3476|3539|3144|2100|673|826|2964|3190|2259|10844|29896|11241|22557|2038|612|656|0|47129|22577|13486|0|0|27|611|5441|73332|11683|13693|14707|52267|57407|118336|170571|105816|120644|128378|23723|216654|233881|SUCO DE UVA
88|Peru|0|0|0|0|0|0|0|0|0|0|0|0|0|9378|3600|3600|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7950|0|11925|5035|10755|10995|0|0|0|0|0|0|0|SUCO DE UVA
89|Polônia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|379|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
90|Porto Rico|0|0|3159|0|0|0|0|0|0|0|0|0|0|33254|86180|242966|213590|130420|183495|201708|159025|160345|279860|348225|456886|443197|317846|377221|608746|417407|318723|492130|486175|245215|456295|629195|388500|381495|407105|351740|75860|74200|0|0|18550|0|0|0|0|0|0|24380|SUCO DE UVA
91|Portugal|0|0|1128|0|192|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|72|3600|0|0|3000|0|0|0|5881|4427|2700|1980|19792|2862|0|0|0|0|0|121|0|0|0|0|0|0|0|2082|24|105284|222502|SUCO DE UVA
92|Quênia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|0|0|0|0|0|0|0|0|0|SUCO DE UVA
93|Reino Unido|0|0|0|0|0|0|0|0|2620|48880|50700|25100|400|33280|0|16640|17680|53040|53040|52520|0|0|0|0|0|0|0|1060|0|23000|0|0|0|0|4310|3168|0|0|0|30|0|0|0|0|312|0|8706|457|8216|672|1464|8829|SUCO DE UVA
94|República Centro Africana|0|0|0|0|0|0|0|0|0|0|0|0|0|0|180|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
95|República Dominicana|0|0|0|1128|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6256|25440|26770|15900|15900|3180|36040|10335|30210|21465|21431|38160|14310|37365|25970|20270|25970|44520|29680|29680|14840|27825|SUCO DE UVA
96|República Federativa da Rússia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|0|0|0|0|8|0|0|0|0|0|56445|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
97|Rússia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|98050|0|0|0|0|0|0|0|0|0|0|0|0|72|0|0|SUCO DE UVA
98|São Tomé e Príncipe|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|120|0|0|0|0|SUCO DE UVA
99|Senegal|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1353|0|0|0|0|0|0|0|0|0|627|1880|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
100|Serra Leoa|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|840|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12|0|0|0|SUCO DE UVA
101|Singapura|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3526|2020|SUCO DE UVA
102|Sri Lanka|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1060|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|49|0|0|SUCO DE UVA
103|Suécia|0|0|0|0|0|0|9450|464692|726130|1007841|1321305|766645|1001105|300245|235055|165095|261025|315065|281695|317470|228165|229225|176755|124815|221200|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
104|Suíça|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|113155|0|0|17755|0|0|0|36400|37100|0|0|0|0|0|0|0|0|34|0|165|297|119|0|0|0|0|0|0|0|5|0|0|276|SUCO DE UVA
105|Suriname|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6022|0|0|0|6848|0|0|0|0|0|41000|21750|12250|25250|23445|15000|19000|0|3180|13030|5300|SUCO DE UVA
106|Tailândia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|18550|18550|37100|18550|0|0|1590|0|0|1800|4500|3000|4500|2400|0|2700|3300|4980|0|3960|6720|96|84|1278|2|SUCO DE UVA
107|Taiwan (Formosa)|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|49690|0|0|0|0|0|0|0|0|0|0|6900|19200|0|0|9600|0|10878|3987|0|22550|11427|11404|11404|0|0|0|0|0|0|0|0|0|1809|0|58358|60813|SUCO DE UVA
108|Tanzânia|0|0|0|0|0|0|0|0|0|0|0|516|180|186|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
109|Tcheca, República|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|794|2245|1306|996|0|941|0|0|120|360|0|130|194|0|0|0|0|SUCO DE UVA
110|Togo|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|642|709|0|0|0|0|0|SUCO DE UVA
111|Trinidade e Tobago|0|7896|0|0|0|0|0|2475|26660|26120|0|0|0|0|0|246|202685|110240|55120|0|43990|17490|17490|0|0|0|0|14864|13616|39750|18550|0|0|18550|55650|63288|0|30985|3446|0|0|18550|37100|18550|37100|39155|37610|18550|0|0|0|0|SUCO DE UVA
112|Turquia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|108|24|48|0|SUCO DE UVA
113|Uruguai|0|0|0|0|0|0|0|0|0|0|275|0|0|0|0|0|120|0|4220|13396|10004|12530|0|0|0|10072|48|0|2077|4805|17790|1507|0|0|0|100|1002|125|250|320|160|241|160|0|0|672|0|0|0|0|0|0|SUCO DE UVA
114|Vanuatu|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12|SUCO DE UVA
115|Venezuela|0|0|0|0|0|0|0|3240|4590|1620|5047|5300|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|41610|18307|124415|0|25|0|0|0|0|7688|450|52680|53280|123975|53333|17640|632937|0|0|0|240|0|SUCO DE UVA
